,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr,fkgl,fkre,a_kup_ps,a_kup_pw,t_bry
1047,25,27,22,18,14,17,2,45,4,10,48,2,29,6,0,28,4,18,13,19,4,3,4,2,36,4,3,12,2,7,4,0,24,2,19.5,74.163,6.462,6.581,82.61,90.778,4.655,1038.281
1048,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1049,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1050,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1051,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1053,8,6,3,9,2,3,0,5,0,5,15,0,5,1,0,9,0,6,4,3,3,2,2,0,5,0,2,5,0,1,1,0,9,0,11.0,38.113,3.656,1.573,103.379,44.343,4.031,228.677
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1055,8,8,8,14,3,11,0,31,3,8,21,2,15,7,0,20,2,6,6,6,4,1,4,0,22,3,2,5,2,5,5,0,14,2,13.273,51.211,4.857,3.488,93.697,63.815,4.808,563.32
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1057,0,2,1,1,0,2,0,4,0,0,1,0,1,1,0,1,0,0,2,1,1,0,2,0,4,0,0,1,0,1,1,0,1,0,13.0,56.667,2.746,9.449,50.471,71.79,5.522,56.667
1058,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1059,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1060,2,11,5,9,6,3,0,14,0,2,18,0,15,4,0,15,3,2,10,5,4,3,2,0,11,0,1,8,0,7,3,0,13,2,15.5,58.972,5.206,6.315,77.393,76.062,4.907,353.835
1061,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1062,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1063,15,15,23,18,9,11,0,28,1,10,41,1,17,6,1,33,1,13,10,12,3,2,3,0,26,1,2,7,1,4,4,1,22,1,12.412,46.603,5.257,3.679,90.793,59.214,4.771,792.256
1064,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1065,11,13,12,12,5,9,0,25,0,4,19,7,9,4,0,21,1,11,6,10,5,3,4,0,19,0,2,7,5,2,3,0,16,1,17.75,72.912,5.459,8.202,67.876,90.119,5.077,583.295
1066,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1067,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1068,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1069,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1070,5,10,5,7,6,3,0,17,0,7,6,8,14,2,0,11,3,5,8,5,3,3,3,0,17,0,2,5,8,5,2,0,9,2,14.833,57.966,5.696,5.177,84.366,69.553,4.689,347.797
1071,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1072,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1073,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1074,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1075,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1076,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1077,5,20,15,8,2,11,0,28,1,3,25,2,23,4,0,24,2,4,11,13,2,1,5,0,25,1,1,11,2,6,4,0,22,1,13.636,55.752,5.889,5.147,82.45,63.211,4.635,613.271
1078,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1079,9,20,7,8,4,11,1,26,2,5,17,14,18,4,0,16,4,9,8,6,3,2,3,1,19,2,2,5,12,4,1,0,12,1,14.8,49.21,5.115,8.679,59.197,64.309,4.345,492.1
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1081,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1082,67,100,32,59,39,78,1,145,2,19,106,45,81,20,1,84,12,41,13,23,8,2,10,1,96,2,2,20,29,8,10,1,67,2,26.161,107.767,7.946,13.077,47.905,128.748,4.921,3340.767
1083,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1084,4,3,4,9,2,8,0,16,1,6,12,5,9,0,0,12,3,4,3,4,4,1,2,0,16,1,2,7,5,4,0,0,12,2,14.167,56.792,5.062,6.594,73.021,66.463,4.692,340.75
1085,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1086,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1087,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1088,23,31,26,34,16,10,0,54,2,13,56,0,44,13,0,44,6,22,9,22,6,3,4,0,42,2,2,13,0,7,7,0,38,1,13.08,53.555,6.765,5.678,77.654,64.838,4.957,1338.868
1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1090,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1092,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1093,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1094,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1095,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1097,33,45,35,38,32,47,3,100,7,15,87,7,101,18,1,84,10,25,19,27,9,4,8,3,70,6,3,17,6,14,7,1,62,2,16.5,66.728,8.09,6.705,76.383,78.831,4.778,2268.743
1098,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1099,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1100,7,12,5,8,6,7,0,18,0,7,12,1,9,3,0,17,1,7,8,5,5,3,2,0,17,0,2,4,1,4,3,0,15,1,34.667,152.321,5.131,14.042,56.137,167.46,4.831,456.963
1101,7,10,10,7,3,13,0,20,0,3,12,0,13,3,0,12,2,7,7,8,3,3,4,0,15,0,1,5,0,4,3,0,10,2,14.571,56.457,4.901,5.826,79.245,69.186,4.748,395.2
1102,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1104,17,22,16,15,8,20,0,43,0,7,25,1,32,7,0,35,7,13,10,13,6,3,7,0,31,0,2,9,1,8,6,0,27,2,20.455,89.584,6.27,9.117,66.13,99.805,4.879,985.421
1105,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1106,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1107,9,17,7,9,4,5,0,28,0,5,20,0,16,4,1,19,2,9,9,6,3,3,3,0,16,0,2,5,0,6,4,1,13,1,25.8,105.579,4.794,11.852,56.043,137.16,5.316,527.895
1108,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1109,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1110,7,11,3,4,2,4,0,13,0,4,10,1,5,1,1,7,0,6,6,3,3,2,3,0,10,0,1,5,1,3,1,1,7,0,22.333,91.11,4.319,10.38,60.423,114.727,5.137,273.33
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1112,17,16,17,17,12,11,0,41,4,24,52,0,23,7,0,44,2,16,9,12,3,4,3,0,30,4,2,11,0,6,5,0,28,1,16.562,67.018,5.56,5.386,85.95,76.922,4.644,1072.295
1113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1114,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1115,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1116,36,55,31,39,23,23,2,81,9,26,87,4,62,18,1,78,8,33,16,19,7,3,10,2,61,7,2,16,3,8,5,1,47,4,27.368,109.52,7.194,10.583,67.937,129.924,4.747,2080.876
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1118,3,3,2,6,2,4,0,12,1,1,9,0,6,0,0,8,1,2,3,2,3,2,3,0,6,1,1,8,0,5,0,0,7,1,17.333,72.927,4.118,8.416,65.596,83.817,4.836,218.781
1119,27,28,22,31,19,19,1,49,4,17,49,2,42,4,1,40,7,24,12,13,7,3,5,1,34,4,2,19,2,6,2,1,28,1,15.095,60.329,6.076,4.182,91.968,71.801,4.757,1266.916
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1122,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1123,13,11,0,10,7,8,0,30,3,5,15,0,21,3,0,16,1,12,8,0,4,3,4,0,28,3,2,4,0,8,3,0,15,1,20.167,93.491,5.914,10.609,54.921,111.517,5.53,560.945
1124,14,9,6,15,8,13,0,24,3,6,15,0,15,0,0,16,1,13,6,6,4,3,5,0,16,3,2,7,0,6,0,0,15,1,18.571,73.036,5.271,6.902,78.656,89.22,4.804,511.251
1125,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1126,5,9,5,6,3,13,0,19,1,3,6,1,7,2,0,9,2,5,7,5,4,2,3,0,17,1,1,3,1,4,2,0,8,1,21.0,79.858,4.706,7.631,77.756,100.23,4.773,319.431
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1128,16,17,13,16,10,15,0,37,0,6,37,0,22,7,0,35,2,15,12,12,7,3,6,0,33,0,2,11,0,7,6,0,27,1,20.8,92.093,6.668,8.123,73.872,96.787,4.653,920.926
1129,16,26,9,21,10,13,1,41,0,12,49,11,26,9,2,47,2,13,7,9,5,5,6,1,35,0,2,12,6,8,6,1,29,1,22.25,89.23,5.972,8.202,75.887,99.676,4.48,1070.763
1130,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1131,14,16,18,22,9,16,0,35,2,8,41,6,28,9,1,36,5,13,11,14,6,3,3,0,28,2,2,11,6,6,4,1,26,2,18.231,69.744,6.017,5.859,85.526,81.559,4.474,906.667
1132,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1134,1,1,1,1,1,0,0,8,1,0,1,0,1,1,0,2,0,1,1,1,1,1,0,0,7,1,0,1,0,1,1,0,2,0,9.0,43.028,3.0,4.964,75.5,50.74,5.638,86.056
1135,42,54,34,36,25,34,3,83,4,22,110,1,79,13,3,75,8,36,17,25,8,2,10,3,56,3,2,21,1,7,9,1,42,2,31.941,134.825,6.949,12.448,62.705,154.497,4.837,2292.022
1136,25,22,17,19,7,14,0,46,1,8,20,3,36,5,1,28,4,22,11,13,6,4,4,0,38,1,3,9,3,8,4,1,22,2,31.286,132.176,7.024,12.991,57.644,159.94,5.112,925.233
1137,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1138,5,5,5,7,4,4,0,15,1,2,8,0,6,4,0,10,3,5,4,5,2,2,4,0,13,1,2,3,0,3,3,0,9,2,18.25,66.004,4.8,7.369,74.739,90.023,4.933,264.014
1139,76,115,86,105,33,94,0,189,21,43,169,18,120,38,1,163,14,54,23,51,9,3,11,0,108,13,3,24,12,5,13,1,75,2,23.28,96.313,7.855,8.817,73.313,112.177,4.819,4815.651
1140,5,7,5,3,1,2,0,11,0,0,6,0,4,2,0,7,0,5,5,5,3,1,2,0,9,0,0,4,0,2,2,0,7,0,16.0,72.767,4.491,8.104,65.457,78.457,4.904,218.3
1141,16,25,6,23,10,29,0,57,7,11,34,3,35,6,0,35,3,13,13,4,5,3,8,0,35,5,2,6,2,7,5,0,29,1,13.947,59.065,5.907,6.325,74.558,69.065,4.952,1122.241
1142,2,0,1,3,1,0,0,0,0,0,4,0,3,1,0,1,0,2,0,1,1,1,0,0,0,0,0,2,0,2,1,0,1,0,13.0,40.533,2.157,2.188,102.532,63.75,4.904,40.533
1143,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1144,1,4,2,7,1,1,1,6,0,1,8,0,9,2,0,8,1,1,2,2,4,1,1,1,6,0,1,5,0,6,2,0,8,1,10.75,45.915,4.313,2.598,95.584,49.425,4.598,183.662
1145,31,33,14,14,9,22,0,45,7,4,27,17,29,5,0,27,4,27,13,11,5,3,5,0,36,6,2,6,13,7,4,0,19,1,25.9,89.926,6.678,8.953,77.001,114.308,4.413,899.263
1146,33,68,31,37,20,62,2,124,4,36,110,1,62,16,0,113,11,24,19,24,10,2,8,2,74,3,4,18,1,7,9,0,54,3,20.242,79.526,6.703,7.761,75.473,96.099,4.747,2624.363
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1148,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1149,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1150,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1151,12,22,10,16,9,11,0,44,4,12,23,23,33,3,6,30,1,11,8,9,4,3,4,0,27,3,3,6,18,7,3,1,24,1,22.0,81.277,6.245,11.709,50.299,101.8,4.627,812.771
1152,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1153,6,22,6,16,4,10,2,21,0,9,30,5,21,7,1,24,5,6,10,6,4,2,3,2,21,0,2,12,3,9,2,1,19,3,20.875,87.912,5.417,6.188,87.876,90.629,4.341,703.296
1154,26,55,45,46,16,50,1,83,9,21,68,8,61,11,0,73,13,23,17,30,8,4,8,1,59,7,2,13,7,8,8,0,50,4,17.467,64.163,7.29,4.801,91.752,76.743,4.394,1924.904
1155,4,2,2,5,1,3,0,4,0,1,5,0,3,1,1,5,1,4,2,2,3,1,1,0,4,0,1,4,0,2,1,1,5,1,34.0,158.867,3.759,13.288,60.354,175.06,5.149,158.867
1156,11,14,6,14,6,14,0,21,1,6,14,7,13,4,0,15,0,9,9,6,4,2,7,0,17,1,3,8,4,5,3,0,11,0,26.6,105.277,5.028,12.706,51.346,136.214,5.121,526.385
1157,3,3,6,6,2,4,0,11,0,1,16,1,7,1,1,11,0,3,3,6,3,2,3,0,11,0,1,9,1,3,1,1,8,0,16.25,75.999,4.561,6.541,77.107,84.555,5.203,303.995
1158,1,5,2,4,2,1,0,3,0,1,3,0,2,1,0,3,0,1,5,2,2,2,1,0,2,0,1,2,0,2,1,0,2,0,26.0,121.081,3.19,10.435,66.56,134.3,5.165,121.081
1159,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1160,14,36,8,31,15,31,0,63,2,6,76,12,78,16,0,56,30,13,14,8,7,3,6,0,52,2,3,12,6,10,7,0,37,6,19.25,76.168,6.234,5.802,87.754,88.638,4.605,1523.353
1161,5,8,9,7,2,2,0,8,1,2,18,3,15,2,0,11,6,4,5,9,3,1,2,0,7,1,2,9,3,7,2,0,10,3,10.5,42.387,5.015,3.115,91.435,48.994,4.666,339.098
1162,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1163,9,19,4,8,5,14,1,26,1,4,10,0,13,1,0,16,1,9,9,3,4,2,5,1,22,1,2,7,0,4,1,0,14,1,19.833,88.957,5.315,11.184,50.207,100.06,5.045,533.74
1164,8,13,3,14,6,14,0,28,0,1,15,3,9,2,0,14,6,7,8,3,4,3,5,0,23,0,1,8,3,3,2,0,12,1,12.7,49.462,5.02,3.3,94.023,61.482,4.841,494.62
1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1166,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1167,11,9,16,13,6,4,1,11,1,4,27,0,16,3,0,18,0,11,8,12,4,2,2,1,11,1,2,12,0,4,2,0,16,0,13.889,51.734,5.502,6.158,75.651,66.356,4.778,465.608
1168,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
1169,24,44,42,42,20,34,0,75,4,27,90,0,80,14,0,56,5,20,12,27,6,3,8,0,44,3,2,17,0,7,10,0,33,1,21.591,84.144,5.775,7.239,81.619,102.813,4.762,1851.165
1170,15,28,15,26,11,22,1,52,8,7,39,5,25,6,2,37,7,12,11,14,7,2,6,1,33,8,2,8,4,6,6,1,31,2,20.071,80.693,6.201,7.817,74.766,95.875,4.777,1129.7
1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1172,2,10,12,9,2,7,0,18,0,3,19,3,6,4,0,18,1,1,5,11,4,1,1,0,15,0,2,7,3,4,4,0,16,1,18.0,84.087,4.831,7.819,71.065,94.352,5.242,504.524
1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1174,22,52,21,30,12,22,0,61,8,20,72,11,62,8,8,59,5,20,19,16,9,4,5,0,40,7,3,16,8,8,6,2,37,1,20.45,79.624,6.608,6.09,87.826,86.899,4.249,1592.471
1175,11,28,28,20,6,16,0,31,2,9,30,0,18,5,0,27,5,10,11,17,6,3,5,0,25,2,2,10,0,4,3,0,20,2,19.818,78.3,5.412,7.295,78.059,97.05,4.897,861.3
1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1178,1,3,4,2,1,1,2,2,2,0,5,0,3,0,0,3,0,1,3,3,1,1,1,2,2,2,0,5,0,2,0,0,3,0,26.0,91.35,3.606,10.435,66.56,104.67,4.026,91.35
